Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Customer Name;Segment;Country;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales;Quantity;Discount;Profit
1978;CA-2014-110408;10/18/2014;10/20/2014;Second Class;AS-10225;Alan Schoenberger;Corporate;United States;Montgomery;Alabama;36116;South;FUR-CH-10003774;Furniture;Chairs;Global Wood Trimmed Manager's Task Chair, Khaki;54588;6;0;709644
1980;CA-2016-112669;4/14/2016;4/14/2016;Same Day;KT-16465;Kean Takahito;Consumer;United States;Glendale;Arizona;85301;West;FUR-CH-10004086;Furniture;Chairs;Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs;933536;4;2;1050228
1985;CA-2014-164721;11/25/2014;11/27/2014;Second Class;LW-16825;Laurel Workman;Corporate;United States;Brentwood;California;94513;West;FUR-FU-10001940;Furniture;Furnishings;Staple-based wall hangings;2388;3;0;105072
1989;CA-2015-127509;11/9/2015;11/13/2015;Standard Class;AS-10090;Adam Shillingsburg;Consumer;United States;Springfield;Missouri;65807;Central;FUR-TA-10002855;Furniture;Tables;Bevis Round Conference Table Top & Single Column Base;102438;7;0;2151198
1997;US-2017-147221;12/2/2017;12/4/2017;Second Class;JS-16030;Joy Smith;Consumer;United States;Houston;Texas;77036;Central;FUR-FU-10004020;Furniture;Furnishings;Advantus Panel Wall Acrylic Frame;8752;4;6;-37196
2004;CA-2017-163510;12/25/2017;12/28/2017;Second Class;JW-15955;Joni Wasserman;Consumer;United States;Louisville;Kentucky;40214;South;FUR-CH-10001146;Furniture;Chairs;Global Value Mid-Back Manager's Chair, Gray;30445;5;0;761125
2008;CA-2017-165386;8/3/2017;8/4/2017;First Class;CM-12190;Charlotte Melton;Consumer;United States;Chicago;Illinois;60623;Central;FUR-BO-10003034;Furniture;Bookcases;O'Sullivan Elevations Bookcase, Cherry Finish;183372;2;3;-366744
2014;CA-2016-145905;9/18/2016;9/23/2016;Standard Class;AM-10705;Anne McFarland;Consumer;United States;Auburn;Alabama;36830;South;FUR-CH-10001854;Furniture;Chairs;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;35098;1;0;842352
2024;CA-2016-168354;9/19/2016;9/21/2016;First Class;RH-19510;Rick Huthwaite;Home Office;United States;Providence;Rhode Island;2908;East;FUR-CH-10004675;Furniture;Chairs;Lifetime Advantage Folding Chairs, 4/Carton;87232;4;0;2442496
2026;CA-2015-114237;3/13/2015;3/15/2015;First Class;MC-17275;Marc Crier;Consumer;United States;Seattle;Washington;98103;West;FUR-BO-10004409;Furniture;Bookcases;Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray;14196;2;0;397488
2036;CA-2017-162481;9/25/2017;9/29/2017;Standard Class;CT-11995;Carol Triggs;Consumer;United States;Rochester;Minnesota;55901;Central;FUR-CH-10003061;Furniture;Chairs;Global Leather Task Chair, Black;26997;3;0;512943
2042;CA-2015-122287;6/18/2015;6/23/2015;Standard Class;SN-20560;Skye Norling;Home Office;United States;Peoria;Arizona;85345;West;FUR-FU-10004973;Furniture;Furnishings;Flat Face Poster Frame;7536;5;2;20724
2049;CA-2015-142237;7/11/2015;7/13/2015;First Class;CK-12595;Clytie Kelty;Consumer;United States;Philadelphia;Pennsylvania;19134;East;FUR-FU-10004848;Furniture;Furnishings;"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock";2898;7;2;36225
2052;CA-2015-142237;7/11/2015;7/13/2015;First Class;CK-12595;Clytie Kelty;Consumer;United States;Philadelphia;Pennsylvania;19134;East;FUR-CH-10003833;Furniture;Chairs;Novimex Fabric Task Chair;341488;8;3;-73176
2054;CA-2015-142237;7/11/2015;7/13/2015;First Class;CK-12595;Clytie Kelty;Consumer;United States;Philadelphia;Pennsylvania;19134;East;FUR-FU-10003142;Furniture;Furnishings;Master Big Foot Doorstop, Beige;25344;6;2;34848
2055;CA-2016-136434;12/1/2016;12/7/2016;Standard Class;RD-19480;Rick Duston;Consumer;United States;Richmond;Indiana;47374;Central;FUR-FU-10001196;Furniture;Furnishings;DAX Cubicle Frames - 8x10;1731;3;0;5193
2057;CA-2017-120376;12/22/2017;12/25/2017;First Class;TP-21130;Theone Pippenger;Consumer;United States;Detroit;Michigan;48227;Central;FUR-CH-10002335;Furniture;Chairs;Hon GuestStacker Chair;158669;7;0;4125394
2059;CA-2017-120376;12/22/2017;12/25/2017;First Class;TP-21130;Theone Pippenger;Consumer;United States;Detroit;Michigan;48227;Central;FUR-TA-10004534;Furniture;Tables;Bevis 44 x 96 Conference Tables;4118;2;0;70006
2066;CA-2014-106439;10/31/2014;11/4/2014;Standard Class;GG-14650;Greg Guthrie;Corporate;United States;Los Angeles;California;90049;West;FUR-CH-10003833;Furniture;Chairs;Novimex Fabric Task Chair;146352;3;2;-9147
2070;CA-2015-133452;4/13/2015;4/19/2015;Standard Class;ZC-21910;Zuschuss Carroll;Consumer;United States;Pomona;California;91767;West;FUR-TA-10003954;Furniture;Tables;Hon 94000 Series Round Tables;710832;3;2;-977394
2072;US-2017-110996;11/20/2017;11/25/2017;Standard Class;KA-16525;Kelly Andreada;Consumer;United States;Ontario;California;91761;West;FUR-CH-10003956;Furniture;Chairs;Novimex High-Tech Fabric Mesh Task Chair;28392;5;2;-46137
2076;CA-2014-131051;12/1/2014;12/5/2014;Standard Class;TR-21325;Toby Ritter;Consumer;United States;San Francisco;California;94122;West;FUR-FU-10001861;Furniture;Furnishings;Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts;582;3;0;28518
2082;CA-2015-120103;12/24/2015;12/29/2015;Standard Class;MS-17365;Maribeth Schnelling;Consumer;United States;Phoenix;Arizona;85023;West;FUR-FU-10002885;Furniture;Furnishings;Magna Visual Magnetic Picture Hangers;7712;2;2;17352
2092;CA-2017-166142;7/15/2017;7/19/2017;Standard Class;MM-17260;Magdelene Morse;Consumer;United States;Wilmington;Delaware;19805;East;FUR-TA-10004607;Furniture;Tables;Hon 2111 Invitation Series Straight Table;310443;3;3;-487839
2093;CA-2014-145926;11/17/2014;11/21/2014;Standard Class;MP-17470;Mark Packer;Home Office;United States;Moorhead;Minnesota;56560;Central;FUR-CH-10004289;Furniture;Chairs;Global Super Steno Chair;4799;5;0;81583
2103;CA-2014-123295;7/18/2014;7/18/2014;Same Day;AH-10120;Adrian Hane;Home Office;United States;Tucson;Arizona;85705;West;FUR-CH-10002372;Furniture;Chairs;Office Star - Ergonomically Designed Knee Chair;259136;4;2;-259136
2112;CA-2015-164882;10/31/2015;10/31/2015;Same Day;SG-20080;Sandra Glassco;Consumer;United States;Redlands;California;92374;West;FUR-CH-10004218;Furniture;Chairs;Global Fabric Manager's Chair, Dark Gray;323136;4;2;20196
2116;CA-2015-164882;10/31/2015;10/31/2015;Same Day;SG-20080;Sandra Glassco;Consumer;United States;Redlands;California;92374;West;FUR-BO-10002213;Furniture;Bookcases;DMI Eclipse Executive Suite Bookcases;425833;1;15;200392
2117;CA-2015-159786;10/12/2015;10/17/2015;Second Class;RK-19300;Ralph Kennedy;Consumer;United States;Rochester;New York;14609;East;FUR-TA-10001307;Furniture;Tables;SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black;20967;1;4;-13978
2122;CA-2017-158246;11/9/2017;11/11/2017;First Class;JB-15400;Jennifer Braxton;Corporate;United States;Sunnyvale;California;94086;West;FUR-CH-10003061;Furniture;Chairs;Global Leather Task Chair, Black;215976;3;2;-26997
2123;CA-2017-167381;9/22/2017;9/24/2017;Second Class;EH-14005;Erica Hernandez;Home Office;United States;Lansing;Michigan;48911;Central;FUR-BO-10001972;Furniture;Bookcases;O'Sullivan 4-Shelf Bookcase in Odessa Pine;24196;2;0;411332
2128;CA-2015-134859;10/4/2015;10/9/2015;Standard Class;JK-16120;Julie Kriz;Home Office;United States;Philadelphia;Pennsylvania;19134;East;FUR-FU-10003623;Furniture;Furnishings;DataProducts Ampli Magnifier Task Lamp, Black,;64944;3;2;64944
2132;US-2014-114188;5/20/2014;5/22/2014;Second Class;RF-19345;Randy Ferguson;Corporate;United States;Dover;New Hampshire;3820;East;FUR-FU-10000076;Furniture;Furnishings;24-Hour Round Wall Clock;13986;7;0;601398
2137;CA-2015-156377;12/31/2015;1/5/2016;Standard Class;TB-21625;Trudy Brown;Consumer;United States;Grand Prairie;Texas;75051;Central;FUR-FU-10002364;Furniture;Furnishings;Eldon Expressions Wood Desk Accessories, Oak;1476;5;6;-11439
2142;CA-2014-159520;6/6/2014;6/11/2014;Standard Class;GT-14635;Grant Thornton;Corporate;United States;Long Beach;New York;11561;East;FUR-TA-10003238;Furniture;Tables;"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables";991764;3;4;-3471174
2146;US-2016-152051;6/25/2016;6/29/2016;Standard Class;TS-21160;Theresa Swint;Corporate;United States;York;Pennsylvania;17403;East;FUR-CH-10002965;Furniture;Chairs;Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black;422058;3;3;-180882
2149;CA-2014-141607;12/12/2014;12/17/2014;Standard Class;WB-21850;William Brown;Consumer;United States;Concord;California;94521;West;FUR-FU-10003975;Furniture;Furnishings;Eldon Advantage Chair Mats for Low to Medium Pile Carpets;4331;1;0;4331
2151;US-2017-139969;11/19/2017;11/26/2017;Standard Class;AF-10870;Art Ferguson;Consumer;United States;College Station;Texas;77840;Central;FUR-CH-10001973;Furniture;Chairs;Office Star Flex Back Scooter Chair with White Frame;233058;3;3;-532704
2155;US-2016-120460;4/30/2016;5/5/2016;Standard Class;BF-11170;Ben Ferrer;Home Office;United States;Dallas;Texas;75081;Central;FUR-FU-10004973;Furniture;Furnishings;Flat Face Poster Frame;22608;3;6;-101736
2161;CA-2016-141019;5/14/2016;5/14/2016;Same Day;LH-17155;Logan Haushalter;Consumer;United States;Cincinnati;Ohio;45231;East;FUR-FU-10002937;Furniture;Furnishings;"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box";79384;1;2;29769
2166;CA-2016-154018;10/13/2016;10/19/2016;Standard Class;HA-14920;Helen Andreada;Consumer;United States;Laredo;Texas;78041;Central;FUR-FU-10003394;Furniture;Furnishings;"Tenex ""The Solids"" Textured Chair Mats";13992;5;6;-150414
2172;US-2017-137491;11/19/2017;11/25/2017;Standard Class;LC-16930;Linda Cazamias;Corporate;United States;San Angelo;Texas;76903;Central;FUR-CH-10004675;Furniture;Chairs;Lifetime Advantage Folding Chairs, 4/Carton;305312;2;3;-87232
2182;CA-2016-128818;5/7/2016;5/11/2016;Standard Class;CJ-12010;Caroline Jumper;Consumer;United States;New York City;New York;10009;East;FUR-CH-10002084;Furniture;Chairs;Hon Mobius Operator's Chair;442764;4;1;590352
2185;CA-2016-128818;5/7/2016;5/11/2016;Standard Class;CJ-12010;Caroline Jumper;Consumer;United States;New York City;New York;10009;East;FUR-FU-10001940;Furniture;Furnishings;Staple-based wall hangings;6368;8;0;280192
2189;CA-2017-143063;8/10/2017;8/15/2017;Standard Class;IL-15100;Ivan Liston;Consumer;United States;Columbus;Indiana;47201;Central;FUR-FU-10003708;Furniture;Furnishings;"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""";1213;2;0;25473
2201;US-2014-165659;6/1/2014;6/6/2014;Standard Class;LT-17110;Liz Thompson;Consumer;United States;Little Rock;Arkansas;72209;South;FUR-FU-10001935;Furniture;Furnishings;3M Hangers With Command Adhesive;222;6;0;9102
2204;CA-2015-138002;9/6/2015;9/12/2015;Standard Class;BT-11305;Beth Thompson;Home Office;United States;Seattle;Washington;98103;West;FUR-FU-10004748;Furniture;Furnishings;"Howard Miller 16"" Diameter Gallery Wall Clock";19182;3;0;748098
2205;CA-2015-128860;6/29/2015;7/5/2015;Standard Class;SC-20725;Steven Cartwright;Consumer;United States;Lancaster;Pennsylvania;17602;East;FUR-FU-10001473;Furniture;Furnishings;Eldon Executive Woodline II Desk Accessories, Mahogany;20104;1;2;17591
2213;CA-2017-107874;11/21/2017;11/25/2017;Standard Class;SW-20275;Scott Williamson;Consumer;United States;New York City;New York;10035;East;FUR-FU-10003535;Furniture;Furnishings;Howard Miller Distant Time Traveler Alarm Clock;2742;1;0;112422
2217;CA-2017-129378;10/1/2017;10/2/2017;First Class;NS-18505;Neola Schneider;Consumer;United States;San Jose;California;95123;West;FUR-CH-10000553;Furniture;Chairs;Metal Folding Chairs, Beige, 4/Carton;108608;4;2;95032
2224;CA-2015-131884;12/6/2015;12/6/2015;Same Day;DK-13375;Dennis Kane;Consumer;United States;Marion;Ohio;43302;East;FUR-CH-10004860;Furniture;Chairs;Global Low Back Tilter Chair;70686;1;3;-242352
2226;CA-2016-106383;3/19/2016;3/21/2016;Second Class;BT-11440;Bobby Trafton;Consumer;United States;Littleton;Colorado;80122;West;FUR-BO-10002202;Furniture;Bookcases;Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors;72294;1;7;-988018
2229;CA-2016-139157;10/1/2016;10/5/2016;Standard Class;GM-14680;Greg Matthias;Consumer;United States;New York City;New York;10024;East;FUR-TA-10003238;Furniture;Tables;"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables";330588;1;4;-1157058
2232;CA-2017-157091;6/26/2017;7/1/2017;Standard Class;DB-13405;Denny Blanton;Consumer;United States;La Porte;Indiana;46350;Central;FUR-FU-10000293;Furniture;Furnishings;Eldon Antistatic Chair Mats for Low to Medium Pile Carpets;52645;5;0;31587
2239;CA-2017-166849;4/20/2017;4/26/2017;Standard Class;SJ-20125;Sanjit Jacobs;Home Office;United States;Chicago;Illinois;60610;Central;FUR-FU-10004597;Furniture;Furnishings;Eldon Cleatmat Chair Mats for Medium Pile Carpets;444;2;6;-5217
2257;CA-2016-164091;9/17/2016;9/22/2016;Standard Class;LA-16780;Laura Armstrong;Corporate;United States;Bangor;Maine;4401;East;FUR-FU-10004952;Furniture;Furnishings;C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx;10948;2;0;339388
2258;CA-2017-105214;6/16/2017;6/19/2017;First Class;TS-21610;Troy Staebel;Consumer;United States;San Francisco;California;94122;West;FUR-CH-10000015;Furniture;Chairs;Hon Multipurpose Stacking Arm Chairs;121296;7;2;90972
2263;CA-2017-122994;2/6/2017;2/9/2017;First Class;MV-17485;Mark Van Huff;Consumer;United States;Arlington;Virginia;22204;South;FUR-BO-10004015;Furniture;Bookcases;Bush Andora Bookcase, Maple/Graphite Gray Finish;35997;3;0;791934
2273;CA-2015-142944;3/6/2015;3/11/2015;Standard Class;JL-15850;John Lucas;Consumer;United States;San Francisco;California;94122;West;FUR-FU-10000308;Furniture;Furnishings;Deflect-o Glass Clear Studded Chair Mats;43526;7;0;957572
2275;CA-2014-157882;10/3/2014;10/8/2014;Second Class;AR-10405;Allen Rosenblatt;Corporate;United States;Los Angeles;California;90036;West;FUR-TA-10001866;Furniture;Tables;Bevis Round Conference Room Tables and Bases;143432;1;2;35858
2276;CA-2014-157882;10/3/2014;10/8/2014;Second Class;AR-10405;Allen Rosenblatt;Corporate;United States;Los Angeles;California;90036;West;FUR-CH-10002774;Furniture;Chairs;Global Deluxe Stacking Chair, Gray;122352;3;2;137646
2278;CA-2014-104283;6/27/2014;7/1/2014;Standard Class;LM-17065;Liz MacKendrick;Consumer;United States;Southaven;Mississippi;38671;South;FUR-TA-10001039;Furniture;Tables;KI Adjustable-Height Table;8598;1;0;223548
2280;CA-2017-142622;10/30/2017;11/2/2017;First Class;JK-15625;Jim Karlsson;Consumer;United States;Seattle;Washington;98115;West;FUR-CH-10003833;Furniture;Chairs;Novimex Fabric Task Chair;97568;2;2;-6098
2281;CA-2017-142622;10/30/2017;11/2/2017;First Class;JK-15625;Jim Karlsson;Consumer;United States;Seattle;Washington;98115;West;FUR-CH-10004289;Furniture;Chairs;Global Super Steno Chair;614272;8;2;-230352
2282;CA-2017-142622;10/30/2017;11/2/2017;First Class;JK-15625;Jim Karlsson;Consumer;United States;Seattle;Washington;98115;West;FUR-BO-10004467;Furniture;Bookcases;Bestar Classic Bookcase;19998;2;0;379962
2290;CA-2017-115154;1/8/2017;1/11/2017;First Class;RS-19420;Ricardo Sperren;Corporate;United States;Seattle;Washington;98115;West;FUR-TA-10001950;Furniture;Tables;Balt Solid Wood Round Tables;89298;2;0;803682
2292;CA-2015-149342;4/20/2015;4/25/2015;Standard Class;TS-21160;Theresa Swint;Corporate;United States;Columbus;Georgia;31907;South;FUR-FU-10002937;Furniture;Furnishings;"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box";59538;6;0;29769
2295;CA-2017-127929;12/23/2017;12/27/2017;Standard Class;FM-14215;Filia McAdams;Corporate;United States;Middletown;Connecticut;6457;East;FUR-FU-10003708;Furniture;Furnishings;"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""";18195;3;0;382095
2297;CA-2015-113145;11/1/2015;11/5/2015;Standard Class;VD-21670;Valerie Dominguez;Consumer;United States;New York City;New York;10011;East;FUR-FU-10000965;Furniture;Furnishings;"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock";2597;5;0;106477
2304;CA-2017-157931;9/17/2017;9/22/2017;Second Class;MO-17800;Meg O'Connel;Home Office;United States;Roswell;Georgia;30076;South;FUR-CH-10000785;Furniture;Chairs;Global Ergonomic Managers Chair;72392;4;0;1882192
2306;CA-2016-115574;12/23/2016;12/24/2016;First Class;BP-11185;Ben Peterman;Corporate;United States;Chicago;Illinois;60623;Central;FUR-BO-10003441;Furniture;Bookcases;Bush Westfield Collection Bookcases, Fully Assembled;141372;2;3;-141372
2309;US-2017-120418;6/11/2017;6/12/2017;First Class;BC-11125;Becky Castell;Home Office;United States;Peoria;Arizona;85345;West;FUR-CH-10001394;Furniture;Chairs;Global Leather Executive Chair;280792;1;2;35099
2317;CA-2017-122035;7/20/2017;7/25/2017;Standard Class;EM-13825;Elizabeth Moffitt;Corporate;United States;Sioux Falls;South Dakota;57103;Central;FUR-CH-10003833;Furniture;Chairs;Novimex Fabric Task Chair;18294;3;0;27441
2327;CA-2015-105102;9/15/2015;9/19/2015;Second Class;BM-11575;Brendan Murry;Corporate;United States;New York City;New York;10035;East;FUR-BO-10004709;Furniture;Bookcases;Bush Westfield Collection Bookcases, Medium Cherry Finish;46384;1;2;11596
2330;US-2015-147739;12/25/2015;12/29/2015;Standard Class;JD-16150;Justin Deggeller;Corporate;United States;Philadelphia;Pennsylvania;19140;East;FUR-FU-10001468;Furniture;Furnishings;Tenex Antistatic Computer Chair Mats;547136;4;2;-68392
2342;US-2014-143231;12/31/2014;1/3/2015;First Class;GM-14455;Gary Mitchum;Home Office;United States;Franklin;Massachusetts;2038;East;FUR-FU-10002501;Furniture;Furnishings;Nu-Dell Executive Frame;632;5;0;23384
2348;CA-2016-159373;3/13/2016;3/18/2016;Standard Class;LT-17110;Liz Thompson;Consumer;United States;San Antonio;Texas;78207;Central;FUR-TA-10004619;Furniture;Tables;Hon Non-Folding Utility Tables;557585;5;3;0
2354;CA-2015-111514;8/31/2015;9/2/2015;First Class;SC-20260;Scott Cohen;Corporate;United States;San Francisco;California;94122;West;FUR-BO-10002545;Furniture;Bookcases;Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;1552831;7;15;2009546
2358;US-2014-148838;3/17/2014;3/21/2014;Standard Class;CP-12340;Christine Phan;Corporate;United States;New York City;New York;10024;East;FUR-TA-10003473;Furniture;Tables;Bretford Rectangular Conference Table Tops;1579746;7;4;-4475947
2359;US-2014-148838;3/17/2014;3/21/2014;Standard Class;CP-12340;Christine Phan;Corporate;United States;New York City;New York;10024;East;FUR-TA-10001950;Furniture;Tables;Balt Solid Wood Round Tables;1071576;4;4;-5536476
2360;US-2014-148838;3/17/2014;3/21/2014;Standard Class;CP-12340;Christine Phan;Corporate;United States;New York City;New York;10024;East;FUR-TA-10004175;Furniture;Tables;"Hon 30"" x 60"" Table with Locking Drawer";613908;3;4;-1227816
2364;US-2016-108637;3/13/2016;3/18/2016;Standard Class;AB-10060;Adam Bellavance;Home Office;United States;Waynesboro;Virginia;22980;South;FUR-FU-10004864;Furniture;Furnishings;"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock";12788;2;0;409216
2367;CA-2014-102295;11/24/2014;11/26/2014;Second Class;EH-13990;Erica Hackney;Consumer;United States;Sacramento;California;95823;West;FUR-CH-10001714;Furniture;Chairs;Global Leather & Oak Executive Chair, Burgundy;120712;1;2;-181068
2369;US-2016-129469;9/23/2016;9/27/2016;Standard Class;KL-16555;Kelly Lampkin;Corporate;United States;Fairfield;Ohio;45014;East;FUR-FU-10002298;Furniture;Furnishings;"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle";532704;6;2;-266352
2372;CA-2016-159940;7/7/2016;7/11/2016;Second Class;BF-11020;Barry Franzšsisch;Corporate;United States;Aurora;Illinois;60505;Central;FUR-FU-10004973;Furniture;Furnishings;Flat Face Poster Frame;60288;8;6;-271296
2375;CA-2016-159940;7/7/2016;7/11/2016;Second Class;BF-11020;Barry Franzšsisch;Corporate;United States;Aurora;Illinois;60505;Central;FUR-CH-10000785;Furniture;Chairs;Global Ergonomic Managers Chair;253372;2;3;-144784
2382;CA-2016-118052;5/6/2016;5/10/2016;Standard Class;BE-11455;Brad Eason;Home Office;United States;Lorain;Ohio;44052;East;FUR-FU-10004848;Furniture;Furnishings;DAX Solid Wood Frames;54712;7;2;116263
2393;US-2015-127040;12/6/2015;12/10/2015;Standard Class;SG-20605;Speros Goranitis;Consumer;United States;New York City;New York;10009;East;FUR-FU-10002878;Furniture;Furnishings;"Seth Thomas 14"" Day/Date Wall Clock";11392;4;0;421504
2404;US-2016-110170;9/27/2016;10/3/2016;Standard Class;HM-14860;Harry Marie;Corporate;United States;Huntsville;Texas;77340;Central;FUR-BO-10000780;Furniture;Bookcases;O'Sullivan Plantations 2-Door Library in Landvery Oak;9566648;7;32;-2250976
2410;CA-2017-155985;3/23/2017;3/25/2017;First Class;BE-11335;Bill Eplett;Home Office;United States;San Francisco;California;94122;West;FUR-FU-10000758;Furniture;Furnishings;DAX Natural Wood-Tone Poster Frame;21184;8;0;762624
2414;CA-2014-151295;11/12/2014;11/16/2014;Standard Class;JA-15970;Joseph Airdo;Consumer;United States;Los Angeles;California;90045;West;FUR-TA-10002356;Furniture;Tables;Bevis Boat-Shaped Conference Table;629064;3;2;314532
2415;CA-2016-156300;12/29/2016;1/2/2017;Standard Class;TB-21595;Troy Blackwell;Consumer;United States;Milwaukee;Wisconsin;53209;Central;FUR-CH-10001714;Furniture;Chairs;Global Leather & Oak Executive Chair, Burgundy;75445;5;0;60356
2416;CA-2015-146087;7/6/2015;7/11/2015;Standard Class;PP-18955;Paul Prost;Home Office;United States;Holyoke;Massachusetts;1040;East;FUR-BO-10002824;Furniture;Bookcases;Bush Mission Pointe Library;30196;2;0;60392
2426;US-2017-147669;12/25/2017;12/30/2017;Standard Class;SV-20935;Susan Vittorini;Consumer;United States;Fairfield;Ohio;45014;East;FUR-TA-10002645;Furniture;Tables;Hon Rectangular Conference Tables;27306;2;4;-104673
2430;CA-2016-169922;6/11/2016;6/17/2016;Standard Class;MZ-17515;Mary Zewe;Corporate;United States;Arlington;Texas;76017;Central;FUR-FU-10004415;Furniture;Furnishings;Stacking Tray, Side-Loading, Legal, Smoke;12544;7;6;-90944
2432;CA-2017-129805;12/28/2017;1/2/2018;Standard Class;HM-14860;Harry Marie;Corporate;United States;Seattle;Washington;98103;West;FUR-FU-10001935;Furniture;Furnishings;3M Hangers With Command Adhesive;74;2;0;3034
2433;CA-2014-148586;3/25/2014;4/1/2014;Standard Class;AZ-10750;Annie Zypern;Consumer;United States;New York City;New York;10009;East;FUR-CH-10002439;Furniture;Chairs;Iceberg Nesting Folding Chair, 19w x 6d x 43h;366786;7;1;652064
2437;CA-2017-140053;7/3/2017;7/10/2017;Standard Class;CA-12265;Christina Anderson;Consumer;United States;Farmington;New Mexico;87401;West;FUR-FU-10003708;Furniture;Furnishings;"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""";54585;9;0;1146285
2438;CA-2014-164210;11/18/2014;11/20/2014;Second Class;PW-19240;Pierre Wener;Consumer;United States;Louisville;Colorado;80027;West;FUR-TA-10000849;Furniture;Tables;Bevis Rectangular Conference Tables;14598;2;5;-992664
2440;CA-2017-139948;7/17/2017;7/22/2017;Standard Class;SW-20455;Shaun Weien;Consumer;United States;Tampa;Florida;33614;South;FUR-FU-10002597;Furniture;Furnishings;C-Line Magnetic Cubicle Keepers, Clear Polypropylene;7904;2;2;21736
2442;CA-2016-146934;5/22/2016;5/27/2016;Standard Class;AF-10870;Art Ferguson;Consumer;United States;Passaic;New Jersey;7055;East;FUR-TA-10003748;Furniture;Tables;Bevis 36 x 72 Conference Tables;174286;2;3;-199184
2448;CA-2016-119165;10/31/2016;11/6/2016;Standard Class;BD-11320;Bill Donatelli;Consumer;United States;Philadelphia;Pennsylvania;19143;East;FUR-CH-10000988;Furniture;Chairs;Hon Olson Stacker Stools;492835;5;3;-14081
2471;US-2016-135923;1/22/2016;1/28/2016;Standard Class;CM-11935;Carlos Meador;Consumer;United States;Fayetteville;North Carolina;28314;South;FUR-FU-10002107;Furniture;Furnishings;Eldon Pizzaz Desk Accessories;14272;8;2;42816
2472;US-2016-135923;1/22/2016;1/28/2016;Standard Class;CM-11935;Carlos Meador;Consumer;United States;Fayetteville;North Carolina;28314;South;FUR-BO-10002213;Furniture;Bookcases;Sauder Forest Hills Library, Woodland Oak Finish;451136;4;2;-676704
2474;CA-2016-114972;11/3/2016;11/6/2016;First Class;PF-19225;Phillip Flathmann;Consumer;United States;Los Angeles;California;90032;West;FUR-CH-10001190;Furniture;Chairs;Global Deluxe High-Back Office Chair in Storm;217584;2;2;-299178
2478;CA-2017-102750;9/4/2017;9/8/2017;Second Class;GM-14695;Greg Maxwell;Corporate;United States;Los Angeles;California;90036;West;FUR-TA-10000198;Furniture;Tables;Chromcraft Bull-Nose Wood Oval Conference Tables & Bases;1322352;3;2;-991764
2484;CA-2017-126067;8/28/2017;9/3/2017;Standard Class;KN-16705;Kristina Nunn;Home Office;United States;Seattle;Washington;98105;West;FUR-TA-10000617;Furniture;Tables;Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal;113775;5;0;250305
2494;CA-2016-146206;9/10/2016;9/14/2016;Second Class;KT-16480;Kean Thornton;Consumer;United States;Houston;Texas;77095;Central;FUR-TA-10004086;Furniture;Tables;KI Adjustable-Height Table;30093;5;3;-34392
2496;CA-2014-136644;6/16/2014;6/22/2014;Standard Class;SC-20575;Sonia Cooley;Consumer;United States;Mishawaka;Indiana;46544;Central;FUR-CH-10000225;Furniture;Chairs;Global Geo Office Task Chair, Gray;64784;8;0;32392
2507;CA-2014-143917;7/25/2014;7/27/2014;Second Class;KL-16645;Ken Lonsdale;Consumer;United States;San Francisco;California;94122;West;FUR-FU-10004351;Furniture;Furnishings;Staple-based wall hangings;7792;8;0;342848
2515;CA-2016-124506;11/11/2016;11/17/2016;Standard Class;BB-11545;Brenda Bowman;Corporate;United States;Chicago;Illinois;60623;Central;FUR-CH-10004540;Furniture;Chairs;Global Chrome Stack Chair;47992;2;3;-20568
2518;CA-2017-123134;5/2/2017;5/7/2017;Standard Class;DW-13585;Dorothy Wardle;Corporate;United States;Westfield;New Jersey;7090;East;FUR-FU-10003975;Furniture;Furnishings;Eldon Advantage Chair Mats for Low to Medium Pile Carpets;12993;3;0;12993
